source,source_id,day,start_time,end_time,is_overnight,is_late_night_11pm
yelp,GsYDuDZtNoxXJral_j2Sfg,6,11 : 30,21 : 00,0,0
yelp,GTVOlps3_pCc9urmGc02Qg,0,11 : 00,21 : 30,0,0
yelp,GTVOlps3_pCc9urmGc02Qg,1,11 : 00,21 : 30,0,0
yelp,GTVOlps3_pCc9urmGc02Qg,2,11 : 00,21 : 30,0,0
yelp,GTVOlps3_pCc9urmGc02Qg,3,11 : 00,21 : 30,0,0
yelp,GTVOlps3_pCc9urmGc02Qg,4,11 : 00,21 : 30,0,0
yelp,GTVOlps3_pCc9urmGc02Qg,5,11 : 00,21 : 30,0,0
yelp,GZfBzqB-4rxh504gNw4BoA,0,09 : 00,21 : 00,0,0
yelp,GZfBzqB-4rxh504gNw4BoA,1,09 : 00,21 : 00,0,0
yelp,GZfBzqB-4rxh504gNw4BoA,2,09 : 00,21 : 00,0,0
yelp,GZfBzqB-4rxh504gNw4BoA,3,09 : 00,21 : 00,0,0
yelp,GZfBzqB-4rxh504gNw4BoA,4,09 : 00,21 : 00,0,0
yelp,GZfBzqB-4rxh504gNw4BoA,5,09 : 00,21 : 00,0,0
yelp,h3fkLmaNNjeqFXIt80DeKA,0,11 : 30,21 : 00,0,0
yelp,h3fkLmaNNjeqFXIt80DeKA,1,11 : 30,21 : 00,0,0
yelp,h3fkLmaNNjeqFXIt80DeKA,2,11 : 30,21 : 00,0,0
yelp,h3fkLmaNNjeqFXIt80DeKA,3,11 : 30,21 : 00,0,0
yelp,h3fkLmaNNjeqFXIt80DeKA,4,11 : 30,23 : 00,0,0
yelp,h3fkLmaNNjeqFXIt80DeKA,5,11 : 30,23 : 00,0,0
yelp,h3fkLmaNNjeqFXIt80DeKA,6,11 : 30,21 : 00,0,0
yelp,heMHfbHTwcVjKPsnYFFNAg,0,11 : 00,21 : 30,0,0
yelp,heMHfbHTwcVjKPsnYFFNAg,1,11 : 00,21 : 30,0,0
yelp,heMHfbHTwcVjKPsnYFFNAg,2,11 : 00,21 : 30,0,0
yelp,heMHfbHTwcVjKPsnYFFNAg,3,11 : 00,21 : 30,0,0
yelp,heMHfbHTwcVjKPsnYFFNAg,4,11 : 00,21 : 30,0,0
yelp,heMHfbHTwcVjKPsnYFFNAg,5,11 : 00,21 : 30,0,0
yelp,heMHfbHTwcVjKPsnYFFNAg,6,11 : 00,21 : 30,0,0
yelp,hIISqgMPDH5vYjbtOwiomQ,0,15 : 00,22 : 00,0,0
yelp,hIISqgMPDH5vYjbtOwiomQ,1,15 : 00,22 : 00,0,0
yelp,hIISqgMPDH5vYjbtOwiomQ,2,15 : 00,22 : 00,0,0
yelp,hIISqgMPDH5vYjbtOwiomQ,3,15 : 00,22 : 00,0,0
yelp,hIISqgMPDH5vYjbtOwiomQ,4,15 : 00,22 : 00,0,0
yelp,hIISqgMPDH5vYjbtOwiomQ,5,15 : 00,22 : 00,0,0
yelp,hIISqgMPDH5vYjbtOwiomQ,6,15 : 00,22 : 00,0,0
yelp,HP6usCWbGeIKd8xdK4KerQ,1,11 : 00,21 : 00,0,0
yelp,HP6usCWbGeIKd8xdK4KerQ,2,11 : 00,21 : 00,0,0
yelp,HP6usCWbGeIKd8xdK4KerQ,3,11 : 00,21 : 00,0,0
yelp,HP6usCWbGeIKd8xdK4KerQ,4,11 : 00,22 : 00,0,0
yelp,HP6usCWbGeIKd8xdK4KerQ,5,12 : 00,22 : 00,0,0
yelp,HP6usCWbGeIKd8xdK4KerQ,6,12 : 00,21 : 00,0,0
yelp,hPpb_Cgc7WPea9HO_Jj--g,2,11 : 30,21 : 00,0,0
yelp,hPpb_Cgc7WPea9HO_Jj--g,3,11 : 30,21 : 00,0,0
yelp,hPpb_Cgc7WPea9HO_Jj--g,4,11 : 30,21 : 00,0,0
yelp,hPpb_Cgc7WPea9HO_Jj--g,5,11 : 30,21 : 00,0,0
yelp,hPpb_Cgc7WPea9HO_Jj--g,6,11 : 30,21 : 00,0,0
yelp,hs6O7kGqzQ4_t4pGUaZ5kw,0,10 : 30,22 : 00,0,0
yelp,hs6O7kGqzQ4_t4pGUaZ5kw,1,10 : 30,22 : 00,0,0
yelp,hs6O7kGqzQ4_t4pGUaZ5kw,2,10 : 30,22 : 00,0,0
yelp,hs6O7kGqzQ4_t4pGUaZ5kw,3,10 : 30,22 : 00,0,0
yelp,hs6O7kGqzQ4_t4pGUaZ5kw,4,10 : 30,22 : 00,0,0
yelp,hs6O7kGqzQ4_t4pGUaZ5kw,5,10 : 30,22 : 00,0,0
yelp,hs6O7kGqzQ4_t4pGUaZ5kw,6,10 : 30,22 : 00,0,0
yelp,hWRlOOzFvUpGGgcsld6RrQ,0,07 : 00,23 : 00,0,0
yelp,hWRlOOzFvUpGGgcsld6RrQ,1,07 : 00,23 : 00,0,0
yelp,hWRlOOzFvUpGGgcsld6RrQ,2,07 : 00,23 : 00,0,0
yelp,hWRlOOzFvUpGGgcsld6RrQ,3,07 : 00,23 : 00,0,0
yelp,hWRlOOzFvUpGGgcsld6RrQ,4,07 : 00,23 : 00,0,0
yelp,hWRlOOzFvUpGGgcsld6RrQ,5,07 : 00,23 : 00,0,0
yelp,hWRlOOzFvUpGGgcsld6RrQ,6,07 : 00,23 : 00,0,0
yelp,hXMnuwm60BJLTajbQOgPxA,0,07 : 00,19 : 00,0,0
yelp,hXMnuwm60BJLTajbQOgPxA,1,07 : 00,19 : 00,0,0
yelp,hXMnuwm60BJLTajbQOgPxA,2,07 : 00,19 : 00,0,0
yelp,hXMnuwm60BJLTajbQOgPxA,3,07 : 00,19 : 00,0,0
yelp,hXMnuwm60BJLTajbQOgPxA,4,07 : 00,19 : 00,0,0
yelp,hXMnuwm60BJLTajbQOgPxA,5,07 : 00,19 : 00,0,0
yelp,hXMnuwm60BJLTajbQOgPxA,6,07 : 00,19 : 00,0,0
yelp,I-lYkCL-QYq3MduXIqwSDA,4,09 : 00,17 : 00,0,0
yelp,I-lYkCL-QYq3MduXIqwSDA,5,09 : 00,17 : 00,0,0
yelp,I-lYkCL-QYq3MduXIqwSDA,6,09 : 00,17 : 00,0,0
yelp,i5xLglHzH7vyWvPvl4VKXw,1,11 : 30,13 : 30,0,0
yelp,i5xLglHzH7vyWvPvl4VKXw,2,16 : 00,19 : 00,0,0
yelp,i5xLglHzH7vyWvPvl4VKXw,4,16 : 00,21 : 00,0,0
yelp,i5xLglHzH7vyWvPvl4VKXw,5,10 : 00,16 : 00,0,0
yelp,i5xLglHzH7vyWvPvl4VKXw,6,10 : 00,16 : 00,0,0
yelp,IC5P-H6ik5FyM4oZaJCntg,0,07 : 00,00 : 00,1,1
yelp,IC5P-H6ik5FyM4oZaJCntg,1,07 : 00,00 : 00,1,1
yelp,IC5P-H6ik5FyM4oZaJCntg,2,07 : 00,00 : 00,1,1
yelp,IC5P-H6ik5FyM4oZaJCntg,3,07 : 00,00 : 00,1,1
yelp,IC5P-H6ik5FyM4oZaJCntg,4,07 : 00,01 : 00,1,1
yelp,IC5P-H6ik5FyM4oZaJCntg,5,07 : 00,01 : 00,1,1
yelp,IC5P-H6ik5FyM4oZaJCntg,6,08 : 00,00 : 00,1,1
yelp,igjR74V5lNhvysM05OZyXA,0,11 : 00,22 : 00,0,0
yelp,igjR74V5lNhvysM05OZyXA,1,11 : 00,22 : 00,0,0
yelp,igjR74V5lNhvysM05OZyXA,2,11 : 00,22 : 00,0,0
yelp,igjR74V5lNhvysM05OZyXA,3,11 : 00,22 : 00,0,0
yelp,igjR74V5lNhvysM05OZyXA,4,11 : 00,22 : 00,0,0
yelp,igjR74V5lNhvysM05OZyXA,5,11 : 00,22 : 00,0,0
yelp,igjR74V5lNhvysM05OZyXA,6,11 : 00,22 : 00,0,0
yelp,ih9bq5NrjGJul8T4ktmCng,0,12 : 00,21 : 00,0,0
yelp,ih9bq5NrjGJul8T4ktmCng,1,12 : 00,21 : 00,0,0
yelp,ih9bq5NrjGJul8T4ktmCng,2,12 : 00,21 : 00,0,0
yelp,ih9bq5NrjGJul8T4ktmCng,3,12 : 00,21 : 00,0,0
yelp,ih9bq5NrjGJul8T4ktmCng,4,12 : 00,22 : 00,0,0
yelp,ih9bq5NrjGJul8T4ktmCng,5,12 : 00,22 : 00,0,0
yelp,ih9bq5NrjGJul8T4ktmCng,6,12 : 00,20 : 00,0,0
yelp,ITQcPK3XV4rfnH6htrhf9A,0,16 : 00,22 : 00,0,0
yelp,ITQcPK3XV4rfnH6htrhf9A,1,16 : 00,22 : 00,0,0
yelp,ITQcPK3XV4rfnH6htrhf9A,2,16 : 00,22 : 00,0,0
yelp,ITQcPK3XV4rfnH6htrhf9A,3,16 : 00,22 : 00,0,0
yelp,ITQcPK3XV4rfnH6htrhf9A,4,11 : 30,23 : 00,0,0
yelp,ITQcPK3XV4rfnH6htrhf9A,5,11 : 30,23 : 00,0,0
yelp,ITQcPK3XV4rfnH6htrhf9A,6,11 : 30,20 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,1,11 : 00,15 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,1,17 : 00,21 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,2,11 : 00,15 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,2,17 : 00,21 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,3,11 : 00,15 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,3,17 : 00,21 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,4,11 : 00,15 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,4,17 : 00,22 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,5,11 : 00,15 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,5,17 : 00,22 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,6,11 : 00,15 : 00,0,0
yelp,J-O-ZWpIQxQf9usgGCMzwg,6,17 : 00,21 : 00,0,0
yelp,jFdlENO0HmIRbky9RIBGbA,0,11 : 30,21 : 30,0,0
yelp,jFdlENO0HmIRbky9RIBGbA,1,11 : 30,21 : 30,0,0
yelp,jFdlENO0HmIRbky9RIBGbA,2,11 : 30,21 : 30,0,0
yelp,jFdlENO0HmIRbky9RIBGbA,3,11 : 30,21 : 30,0,0
yelp,jFdlENO0HmIRbky9RIBGbA,4,11 : 30,22 : 00,0,0
yelp,jFdlENO0HmIRbky9RIBGbA,5,12 : 00,22 : 00,0,0
yelp,jFdlENO0HmIRbky9RIBGbA,6,12 : 00,21 : 00,0,0
yelp,JknOiCoRXg0ETfit7HPu7Q,0,09 : 00,23 : 00,0,0
yelp,JknOiCoRXg0ETfit7HPu7Q,1,09 : 00,23 : 00,0,0
yelp,JknOiCoRXg0ETfit7HPu7Q,2,09 : 00,23 : 00,0,0
yelp,JknOiCoRXg0ETfit7HPu7Q,3,09 : 00,23 : 00,0,0
yelp,JknOiCoRXg0ETfit7HPu7Q,4,09 : 00,02 : 00,1,1
yelp,JknOiCoRXg0ETfit7HPu7Q,5,09 : 00,02 : 00,1,1
yelp,JknOiCoRXg0ETfit7HPu7Q,6,09 : 00,02 : 00,1,1
yelp,jtXX2PeLlLq8hFAbIfFrTg,0,11 : 30,22 : 00,0,0
yelp,jtXX2PeLlLq8hFAbIfFrTg,2,11 : 30,22 : 00,0,0
yelp,jtXX2PeLlLq8hFAbIfFrTg,3,11 : 30,22 : 00,0,0
yelp,jtXX2PeLlLq8hFAbIfFrTg,4,11 : 30,22 : 30,0,0
yelp,jtXX2PeLlLq8hFAbIfFrTg,5,11 : 30,22 : 30,0,0
yelp,jtXX2PeLlLq8hFAbIfFrTg,6,11 : 30,22 : 30,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,0,11 : 30,14 : 30,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,0,17 : 30,21 : 00,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,1,11 : 30,14 : 30,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,1,17 : 30,21 : 00,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,2,11 : 30,14 : 30,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,2,17 : 30,21 : 00,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,3,11 : 30,14 : 30,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,3,17 : 30,21 : 00,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,4,11 : 30,14 : 30,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,4,17 : 30,22 : 00,0,0
yelp,JVxIyG6pnV5vvqtnM8W5SQ,5,17 : 00,22 : 00,0,0
yelp,JwBkHjtVQ27MW4SBCdfKkg,0,10 : 00,18 : 00,0,0
yelp,JwBkHjtVQ27MW4SBCdfKkg,1,10 : 00,18 : 00,0,0
yelp,JwBkHjtVQ27MW4SBCdfKkg,2,10 : 00,18 : 00,0,0
yelp,JwBkHjtVQ27MW4SBCdfKkg,3,10 : 00,18 : 00,0,0
yelp,JwBkHjtVQ27MW4SBCdfKkg,4,10 : 00,18 : 00,0,0
yelp,JwBkHjtVQ27MW4SBCdfKkg,5,10 : 00,15 : 00,0,0
yelp,JwlwrKulgSWPy4VPPTGyUA,0,00 : 00,00 : 00,0,0
yelp,JwlwrKulgSWPy4VPPTGyUA,1,00 : 00,00 : 00,0,0
yelp,JwlwrKulgSWPy4VPPTGyUA,2,00 : 00,00 : 00,0,0
yelp,JwlwrKulgSWPy4VPPTGyUA,3,00 : 00,00 : 00,0,0
yelp,JwlwrKulgSWPy4VPPTGyUA,4,00 : 00,00 : 00,0,0
yelp,JwlwrKulgSWPy4VPPTGyUA,5,00 : 00,00 : 00,0,0
yelp,JwlwrKulgSWPy4VPPTGyUA,6,00 : 00,00 : 00,0,0
yelp,k-cyDkIR1ezQrDj8eNboew,0,11 : 30,20 : 30,0,0
yelp,k-cyDkIR1ezQrDj8eNboew,1,11 : 30,20 : 30,0,0
yelp,k-cyDkIR1ezQrDj8eNboew,2,11 : 30,20 : 30,0,0
yelp,k-cyDkIR1ezQrDj8eNboew,3,11 : 30,20 : 30,0,0
yelp,k-cyDkIR1ezQrDj8eNboew,4,11 : 30,20 : 30,0,0
yelp,k-cyDkIR1ezQrDj8eNboew,5,11 : 30,20 : 30,0,0
yelp,k-cyDkIR1ezQrDj8eNboew,6,11 : 30,20 : 30,0,0
yelp,k2-2ZyfbwLlV2-n5NbCzvA,0,11 : 00,20 : 30,0,0
yelp,k2-2ZyfbwLlV2-n5NbCzvA,1,11 : 00,20 : 30,0,0
yelp,k2-2ZyfbwLlV2-n5NbCzvA,2,11 : 00,20 : 30,0,0
yelp,k2-2ZyfbwLlV2-n5NbCzvA,3,11 : 00,20 : 30,0,0
yelp,k2-2ZyfbwLlV2-n5NbCzvA,4,11 : 00,21 : 00,0,0
yelp,k2-2ZyfbwLlV2-n5NbCzvA,5,11 : 00,21 : 00,0,0
yelp,k2-2ZyfbwLlV2-n5NbCzvA,6,11 : 00,21 : 00,0,0
yelp,kF2P7nTYvbmEijtLvXCeQA,0,10 : 30,22 : 30,0,0
yelp,kF2P7nTYvbmEijtLvXCeQA,1,10 : 30,22 : 30,0,0
yelp,kF2P7nTYvbmEijtLvXCeQA,2,10 : 30,22 : 30,0,0
yelp,kF2P7nTYvbmEijtLvXCeQA,3,10 : 30,22 : 30,0,0
yelp,kF2P7nTYvbmEijtLvXCeQA,4,10 : 30,22 : 30,0,0
yelp,kF2P7nTYvbmEijtLvXCeQA,5,10 : 30,22 : 30,0,0
yelp,kF2P7nTYvbmEijtLvXCeQA,6,10 : 30,22 : 30,0,0
yelp,KFuqBxk4-hh8CLr-z18xJg,0,11 : 30,21 : 00,0,0
yelp,KFuqBxk4-hh8CLr-z18xJg,1,11 : 30,21 : 00,0,0
yelp,KFuqBxk4-hh8CLr-z18xJg,2,11 : 30,21 : 00,0,0
yelp,KFuqBxk4-hh8CLr-z18xJg,3,11 : 30,21 : 00,0,0
yelp,KFuqBxk4-hh8CLr-z18xJg,4,11 : 30,21 : 00,0,0
yelp,KFuqBxk4-hh8CLr-z18xJg,5,11 : 30,21 : 00,0,0
yelp,kl8nZOIEifhrbVP-6GG5uQ,0,08 : 00,16 : 00,0,0
yelp,kl8nZOIEifhrbVP-6GG5uQ,1,08 : 00,16 : 00,0,0
yelp,kl8nZOIEifhrbVP-6GG5uQ,2,08 : 00,16 : 00,0,0
yelp,kl8nZOIEifhrbVP-6GG5uQ,3,08 : 00,16 : 00,0,0
yelp,kl8nZOIEifhrbVP-6GG5uQ,4,08 : 00,16 : 00,0,0
yelp,kl8nZOIEifhrbVP-6GG5uQ,5,08 : 00,16 : 00,0,0
yelp,kl8nZOIEifhrbVP-6GG5uQ,6,08 : 00,16 : 00,0,0
yelp,KLMC4Tgin63xa2j9w8Im-w,0,11 : 00,21 : 00,0,0
yelp,KLMC4Tgin63xa2j9w8Im-w,2,11 : 00,21 : 00,0,0
yelp,KLMC4Tgin63xa2j9w8Im-w,3,11 : 00,21 : 00,0,0
yelp,KLMC4Tgin63xa2j9w8Im-w,4,11 : 00,21 : 30,0,0
yelp,KLMC4Tgin63xa2j9w8Im-w,5,11 : 00,21 : 30,0,0
yelp,KLMC4Tgin63xa2j9w8Im-w,6,11 : 00,21 : 00,0,0
yelp,koWzzlPUIIxUhFmOeHB04g,0,11 : 30,22 : 00,0,0
yelp,koWzzlPUIIxUhFmOeHB04g,2,11 : 30,22 : 00,0,0
yelp,koWzzlPUIIxUhFmOeHB04g,3,11 : 30,22 : 00,0,0
yelp,koWzzlPUIIxUhFmOeHB04g,4,11 : 30,22 : 00,0,0
yelp,koWzzlPUIIxUhFmOeHB04g,5,11 : 30,22 : 00,0,0
yelp,koWzzlPUIIxUhFmOeHB04g,6,11 : 30,22 : 00,0,0
yelp,kqgcFPwYrkMlQzuF-CNREg,1,07 : 00,16 : 00,0,0
yelp,kqgcFPwYrkMlQzuF-CNREg,2,07 : 00,16 : 00,0,0
yelp,kqgcFPwYrkMlQzuF-CNREg,3,07 : 00,16 : 00,0,0
yelp,kqgcFPwYrkMlQzuF-CNREg,4,07 : 00,16 : 00,0,0
yelp,kqgcFPwYrkMlQzuF-CNREg,5,07 : 00,16 : 00,0,0
yelp,kqgcFPwYrkMlQzuF-CNREg,6,09 : 00,16 : 00,0,0
yelp,KVReSFb2dwgjnSkl1Kn2vQ,0,11 : 00,20 : 00,0,0
yelp,KVReSFb2dwgjnSkl1Kn2vQ,1,11 : 00,20 : 00,0,0
yelp,KVReSFb2dwgjnSkl1Kn2vQ,2,11 : 00,20 : 00,0,0
yelp,KVReSFb2dwgjnSkl1Kn2vQ,3,11 : 00,20 : 00,0,0
yelp,KVReSFb2dwgjnSkl1Kn2vQ,4,11 : 00,21 : 00,0,0
yelp,KVReSFb2dwgjnSkl1Kn2vQ,5,11 : 00,21 : 00,0,0
yelp,KVReSFb2dwgjnSkl1Kn2vQ,6,11 : 00,18 : 00,0,0
yelp,L6L8ctIeqsGjb65wktv4bg,0,11 : 00,21 : 00,0,0
yelp,L6L8ctIeqsGjb65wktv4bg,1,11 : 00,21 : 00,0,0
yelp,L6L8ctIeqsGjb65wktv4bg,2,11 : 00,21 : 00,0,0
yelp,L6L8ctIeqsGjb65wktv4bg,3,11 : 00,21 : 00,0,0
yelp,L6L8ctIeqsGjb65wktv4bg,4,11 : 00,21 : 30,0,0
yelp,L6L8ctIeqsGjb65wktv4bg,5,11 : 00,21 : 30,0,0
yelp,L6L8ctIeqsGjb65wktv4bg,6,11 : 00,21 : 00,0,0
yelp,l7rjq2NX8wwSzoZrNWZq1A,0,10 : 30,02 : 00,1,1
yelp,l7rjq2NX8wwSzoZrNWZq1A,1,10 : 30,02 : 00,1,1
yelp,l7rjq2NX8wwSzoZrNWZq1A,2,10 : 30,02 : 00,1,1
yelp,l7rjq2NX8wwSzoZrNWZq1A,3,10 : 30,02 : 00,1,1
yelp,l7rjq2NX8wwSzoZrNWZq1A,4,10 : 30,02 : 00,1,1
yelp,l7rjq2NX8wwSzoZrNWZq1A,5,10 : 30,02 : 00,1,1
yelp,l7rjq2NX8wwSzoZrNWZq1A,6,10 : 30,02 : 00,1,1
yelp,Lghp_sRkbth4Ttg_eEaNUA,0,11 : 00,22 : 00,0,0
yelp,Lghp_sRkbth4Ttg_eEaNUA,1,11 : 00,22 : 00,0,0
yelp,Lghp_sRkbth4Ttg_eEaNUA,2,11 : 00,22 : 00,0,0
yelp,Lghp_sRkbth4Ttg_eEaNUA,3,11 : 00,22 : 00,0,0
yelp,Lghp_sRkbth4Ttg_eEaNUA,4,11 : 00,22 : 30,0,0
yelp,Lghp_sRkbth4Ttg_eEaNUA,5,11 : 00,22 : 30,0,0
yelp,Lghp_sRkbth4Ttg_eEaNUA,6,11 : 00,22 : 00,0,0
yelp,Lr0p83oJ9vwqkrmIijFRXQ,1,11 : 00,21 : 30,0,0
yelp,Lr0p83oJ9vwqkrmIijFRXQ,2,11 : 00,21 : 30,0,0
yelp,Lr0p83oJ9vwqkrmIijFRXQ,3,11 : 00,21 : 30,0,0
yelp,Lr0p83oJ9vwqkrmIijFRXQ,4,11 : 00,22 : 30,0,0
yelp,Lr0p83oJ9vwqkrmIijFRXQ,5,11 : 00,22 : 30,0,0
yelp,Lr0p83oJ9vwqkrmIijFRXQ,6,12 : 00,21 : 30,0,0
yelp,lr72ma2Ft4Sq9speBCMRFg,0,11 : 00,21 : 00,0,0
yelp,lr72ma2Ft4Sq9speBCMRFg,1,11 : 00,21 : 00,0,0
yelp,lr72ma2Ft4Sq9speBCMRFg,2,11 : 00,21 : 00,0,0
yelp,lr72ma2Ft4Sq9speBCMRFg,3,11 : 00,21 : 00,0,0
yelp,lr72ma2Ft4Sq9speBCMRFg,4,11 : 00,21 : 00,0,0
yelp,lr72ma2Ft4Sq9speBCMRFg,5,11 : 00,21 : 00,0,0
yelp,lr72ma2Ft4Sq9speBCMRFg,6,11 : 00,20 : 00,0,0
yelp,m66iFIV1UXCUY82sn_Ubgg,0,11 : 00,22 : 00,0,0
yelp,m66iFIV1UXCUY82sn_Ubgg,1,11 : 00,22 : 00,0,0
yelp,m66iFIV1UXCUY82sn_Ubgg,2,11 : 00,17 : 00,0,0
yelp,m66iFIV1UXCUY82sn_Ubgg,4,11 : 00,23 : 00,0,0
yelp,m66iFIV1UXCUY82sn_Ubgg,5,11 : 00,23 : 00,0,0
yelp,m66iFIV1UXCUY82sn_Ubgg,6,11 : 00,22 : 00,0,0
yelp,mAOcJjJwMfQn9UlsYvsPnQ,1,11 : 00,15 : 00,0,0
