source,source_id,name,rating,review_count,price,is_closed,phone,display_phone,url,latitude,longitude,distance_to_ucf_miles,address1,address2,address3,city,state,zip_code,full_address
yelp,x96GrCPiqmRbQVVfJnKOew,Which Wich,5.0,1,,False,+14078236277,(407) 823-6277,https://www.yelp.com/biz/which-wich-orlando-4?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.60185139431791,-81.20025513201875,0.03905574035875167,12715 Pegasus Dr,,,Orlando,FL,32816,"12715 Pegasus Dr, Orlando, FL 32816"
yelp,7kiwG4kTapcD-8aGW87iKA,Aurora At The Celeste,4.4,281,$$$,False,+14072074700,(407) 207-4700,https://www.yelp.com/biz/aurora-at-the-celeste-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.599134371619584,-81.207038,0.47754250232479,4105 N Alafaya Trl,,,Orlando,FL,32826,"4105 N Alafaya Trl, Orlando, FL 32826"
yelp,1s_5CutChvh7UjfsPXmnKw,Celeste Hotel,4.1,49,$$,False,+14072074700,(407) 207-4700,https://www.yelp.com/biz/celeste-hotel-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.599083,-81.207411,0.4992190312169216,4105 N Alafaya Trl,,,Orlando,FL,32826,"4105 N Alafaya Trl, Orlando, FL 32826"
yelp,gESBiku1Vm0L9TqQ3-cdoQ,Omelet Bar,4.1,555,$$,False,+14077041597,(407) 704-1597,https://www.yelp.com/biz/omelet-bar-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.6002851,-81.2081685,0.510799266122922,12250 Strategy Blvd,Ste 407,,Orlando,FL,32817,"12250 Strategy Blvd, Ste 407, Orlando, FL 32817"
yelp,cQqDl2LsQw_JpbC-cu3KvA,Spice Indian Grill Orlando,4.4,182,$$,False,+14073509530,(407) 350-9530,https://www.yelp.com/biz/spice-indian-grill-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.6060694,-81.2082469,0.5554332484462657,4498 N Alafaya Trl,Ste 306,,Orlando,FL,32826,"4498 N Alafaya Trl, Ste 306, Orlando, FL 32826"
yelp,l7rjq2NX8wwSzoZrNWZq1A,Nature's Table,4.2,13,,False,+14074125495,(407) 412-5495,https://www.yelp.com/biz/natures-table-orlando-24?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5990809,-81.2090885,0.5915270953372311,12101 University Blvd,Unit 213,,Orlando,FL,32817,"12101 University Blvd, Unit 213, Orlando, FL 32817"
yelp,ULU1v4LqU5LbRNnMXbWykg,Blaze Pizza,4.5,447,$$,False,+14072829453,(407) 282-9453,https://www.yelp.com/biz/blaze-pizza-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.599694334117487,-81.20951917002735,0.601192276571954,4100 N Alafaya Trl,Ste 113,,Orlando,FL,32826,"4100 N Alafaya Trl, Ste 113, Orlando, FL 32826"
yelp,Aj-F_Pg3vERqjRM1tCfn6Q,Sus Hi Eatstation,4.2,650,$$,False,+13212909332,(321) 290-9332,https://www.yelp.com/biz/sus-hi-eatstation-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.606056199572,-81.2091994285583,0.6070361987617924,4498 N Alafaya Trl,Ste 324,,Orlando,FL,32826,"4498 N Alafaya Trl, Ste 324, Orlando, FL 32826"
yelp,koWzzlPUIIxUhFmOeHB04g,Akshaya Patra,5.0,1,,False,,,https://www.yelp.com/biz/akshaya-patra-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.6071320817106,-81.20975349999999,0.6706762012657315,12226 Corporate Blvd,Unit 172-192,,Orlando,FL,32817,"12226 Corporate Blvd, Unit 172-192, Orlando, FL 32817"
yelp,HP6usCWbGeIKd8xdK4KerQ,SoDough Square - UCF,4.4,50,$$,False,+14077572662,(407) 757-2662,https://www.yelp.com/biz/sodough-square-ucf-orlando-3?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.607082,-81.209808,0.6718919076019801,12226 Corporate Blvd,Ste 118,,Orlando,FL,32817,"12226 Corporate Blvd, Ste 118, Orlando, FL 32817"
yelp,-FA84VJIyH2pguzNbZuBPw,Foxtail Coffee - UCF Corporate Blvd,5.0,2,,False,+14072035181,(407) 203-5181,https://www.yelp.com/biz/foxtail-coffee-ucf-corporate-blvd-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.60753072183832,-81.20972773818816,0.6831889262049082,12226 Corporate Blvd,Ste 100,,Orlando,FL,32817,"12226 Corporate Blvd, Ste 100, Orlando, FL 32817"
yelp,RyP_OAZhu6TFgXDxv1sPCw,The Dough Show,4.5,319,$$,False,+16892079927,(689) 207-9927,https://www.yelp.com/biz/the-dough-show-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.596637749703188,-81.2097304105892,0.7069742453165364,12140 Collegiate Way,Ste 175,,Orlando,FL,32817,"12140 Collegiate Way, Ste 175, Orlando, FL 32817"
yelp,DeJFMIbD7YVF5MwzAfbnWQ,Mochinut,4.3,37,$,False,+14072704435,(407) 270-4435,https://www.yelp.com/biz/mochinut-orlando-12?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.596567,-81.210757,0.761821672883289,12094 Collegiate Way,,,Orlando,FL,32817,"12094 Collegiate Way, Orlando, FL 32817"
yelp,2a7pafBpuK4i_boSpijcjw,Desi Bistro,5.0,1,,False,+14072334692,(407) 233-4692,https://www.yelp.com/biz/desi-bistro-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.596538517000695,-81.2113246,0.7922552248450417,12058 Collegiate Way,,,Orlando,FL,32817,"12058 Collegiate Way, Orlando, FL 32817"
yelp,x-3TP0SU8DuQf8IScVBQkQ,Raising Cane's Chicken Fingers,5.0,1,,False,+14078034165,(407) 803-4165,https://www.yelp.com/biz/raising-canes-chicken-fingers-orlando-6?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.59726297858476,-81.21209217846656,0.8094484395478659,12025 Collegiate Way,,,Orlando,FL,32817,"12025 Collegiate Way, Orlando, FL 32817"
yelp,S23KE0ZK4vcHHsVuZpVRFg,3Natives,4.3,139,$$,False,+14075423491,(407) 542-3491,https://www.yelp.com/biz/3natives-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.61317,-81.20625,0.832408565080024,4250 Alafaya Trl,Ste 176,,Oviedo,FL,32765,"4250 Alafaya Trl, Ste 176, Oviedo, FL 32765"
yelp,x5oD1-3lEbL0BXW6qRDZRQ,Foxtail Coffee - University Blvd,4.2,153,$,False,+14076638699,(407) 663-8699,https://www.yelp.com/biz/foxtail-coffee-university-blvd-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.597197354496828,-81.21301416827417,0.8619463641848174,12001 Collegiate Way,,,Orlando,FL,32817,"12001 Collegiate Way, Orlando, FL 32817"
yelp,hIISqgMPDH5vYjbtOwiomQ,Joury Ice Cream & Cafe,5.0,3,,False,+14075420795,(407) 542-0795,https://www.yelp.com/biz/joury-ice-cream-and-cafe-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.61381694879628,-81.20662816269112,0.8826479917445054,4250 Alafaya Trl,Ste 124,,Oviedo,FL,32765,"4250 Alafaya Trl, Ste 124, Oviedo, FL 32765"
yelp,rirAl4R82iP1UoOBDJSD7Q,DosBros,4.4,43,$$,False,+14072714127,(407) 271-4127,https://www.yelp.com/biz/dosbros-no-title?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.598218,-81.213871,0.8839459381079066,11871 University Blvd,Ste 110,,Orlando,FL,32817,"11871 University Blvd, Ste 110, Orlando, FL 32817"
yelp,xRnhBtG63UNqQaC7wJUUZA,4 Rivers Smokehouse,4.0,526,$$,False,+13214920796,(321) 492-0796,https://www.yelp.com/biz/4-rivers-smokehouse-orlando-3?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.597167962714995,-81.21378671226806,0.9055611736707547,11764 University Blvd,,,Orlando,FL,32817,"11764 University Blvd, Orlando, FL 32817"
yelp,cb6XFaUrSLhTWpCuOCgCAg,Senor Taco,4.6,28,,False,+14072379019,(407) 237-9019,https://www.yelp.com/biz/senor-taco-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.598419311730424,-81.21909275650978,1.1845238061975596,11565 University Blvd,Ste 5,,Orlando,FL,32817,"11565 University Blvd, Ste 5, Orlando, FL 32817"
yelp,YUQ6-6dHKSJQxL8ZLWhe2g,Mochibae,4.6,16,,False,+14074323676,(407) 432-3676,https://www.yelp.com/biz/mochibae-no-title?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5983587038341,-81.21910690395093,1.1863375566670906,11565 University Blvd,Ste 4,,Orlando,FL,32817,"11565 University Blvd, Ste 4, Orlando, FL 32817"
yelp,fUT3wQ1uwkUqQOqxYeWPxg,Happy Lemon,4.4,78,$,False,+14076015033,(407) 601-5033,https://www.yelp.com/biz/happy-lemon-no-title-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5982,-81.21919,1.1938560918986352,11565 University Blvd,,,Orlando,FL,32817,"11565 University Blvd, Orlando, FL 32817"
yelp,hXMnuwm60BJLTajbQOgPxA,Lineage Cafe and Bakery,4.5,103,$,False,,,https://www.yelp.com/biz/lineage-cafe-and-bakery-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.59716,-81.21905,1.205228483618845,11556 University Blvd,,,Orlando,FL,32817,"11556 University Blvd, Orlando, FL 32817"
yelp,GFVxe4gtWZwlILWp1qPTLg,Lazy Moon Pizza,4.3,942,$$,False,+14076582396,(407) 658-2396,https://www.yelp.com/biz/lazy-moon-pizza-orlando-4?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5981983592022,-81.2194356507873,1.208343664923658,11551 University Blvd,,,Orlando,FL,32817,"11551 University Blvd, Orlando, FL 32817"
yelp,r-X4Hkgc2-QthQuxSyeJvQ,Kyuramen x TBaar- UCF,4.1,216,$$,False,+14072194919,(407) 219-4919,https://www.yelp.com/biz/kyuramen-x-tbaar-ucf-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.598451375684174,-81.22073997438933,1.2814536576780013,3402 Technological Ave,,,Orlando,FL,32817,"3402 Technological Ave, Orlando, FL 32817"
yelp,A1VeLdTlPeY40-_68bcXUw,Knights Out Pub & Eatery,4.2,18,$$,False,+14072708962,(407) 270-8962,https://www.yelp.com/biz/knights-out-pub-and-eatery-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.598558913688223,-81.22095874243071,1.2928772437207048,3402 Technological Ave,Ste 202,,Orlando,FL,32817,"3402 Technological Ave, Ste 202, Orlando, FL 32817"
yelp,oF344ESz0ZbbAG4Aa7wfXw,Build My Burgers,4.1,211,,False,+14079855495,(407) 985-5495,https://www.yelp.com/biz/build-my-burgers-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.598267,-81.22105,1.3025700808807212,3402 Technological Ave,Ste 136,,Orlando,FL,32817,"3402 Technological Ave, Ste 136, Orlando, FL 32817"
yelp,rAFwZ8QtoJTH-Nm9jDnR8A,City Pho & Grill,4.5,21,,False,+14072038658,(407) 203-8658,https://www.yelp.com/biz/city-pho-and-grill-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.598226505525716,-81.22108627440272,1.3053326103266054,3402 Technological Ave,Ste 124,,Orlando,FL,32817,"3402 Technological Ave, Ste 124, Orlando, FL 32817"
yelp,ih9bq5NrjGJul8T4ktmCng,Soupa Saiyan 3,4.3,82,$$,False,+14074404687,(407) 440-4687,https://www.yelp.com/biz/soupa-saiyan-3-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.59818,-81.22297,1.4176638062094957,11325 University Blvd,,,Orlando,FL,32817,"11325 University Blvd, Orlando, FL 32817"
yelp,O8_uEW7j8FO61ofF1KgR5Q,Beirut Grill and Deli,4.4,51,,False,+13217654139,(321) 765-4139,https://www.yelp.com/biz/beirut-grill-and-deli-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.623678360617134,-81.208376,1.5535313789022798,3100 Alafaya Trl,Ste 1006,,Oviedo,FL,32765,"3100 Alafaya Trl, Ste 1006, Oviedo, FL 32765"
yelp,NCcUQ-SBPTGSp1oFRHoRvA,Pepe's Cantina,4.2,90,,False,+14075420603,(407) 542-0603,https://www.yelp.com/biz/pepes-cantina-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.62371777252869,-81.2083652753313,1.5558988996653373,3100 Alafaya Trail,,,Oviedo,FL,32765,"3100 Alafaya Trail, Oviedo, FL 32765"
yelp,SpLFU9x9fqX66XylC8qoGA,Gourmet 2 Go,4.6,15,,False,+14075421528,(407) 542-1528,https://www.yelp.com/biz/gourmet-2-go-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.62517,-81.20721,1.6312939656428447,3050 Alafaya Trl,Ste 1008,,Oviedo,FL,32765,"3050 Alafaya Trl, Ste 1008, Oviedo, FL 32765"
yelp,pl2X239BqQASbaZn_hr_rQ,Godfathers Pizza,4.7,3,,False,+14073662162,(407) 366-2162,https://www.yelp.com/biz/godfathers-pizza-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.62603,-81.20856,1.7114165571011197,3015 Alafaya Trl,,,Oviedo,FL,32765,"3015 Alafaya Trl, Oviedo, FL 32765"
yelp,wLXfBALxXsVXnvQwKgDB1g,Wawa,4.2,31,$,False,+14073590144,(407) 359-0144,https://www.yelp.com/biz/wawa-oviedo?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.627070964703,-81.2081409618258,1.7730018662407248,3000 Alafaya Trail,,,Oviedo,FL,32765,"3000 Alafaya Trail, Oviedo, FL 32765"
yelp,jFdlENO0HmIRbky9RIBGbA,Yulnn Meals & Sips,4.8,44,,False,+14078660333,(407) 866-0333,https://www.yelp.com/biz/yulnn-meals-and-sips-alafaya-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.568411843019945,-81.2052013,2.3686656269296447,11905 E Colonial Dr,,,Alafaya,FL,32826,"11905 E Colonial Dr, Alafaya, FL 32826"
yelp,QgkEQvj-TJI58ifSul0Tcg,Nomi Sushi & Hibachi,4.8,45,$$,False,+13214986234,(321) 498-6234,https://www.yelp.com/biz/nomi-sushi-and-hibachi-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.56786746677573,-81.19989654959586,2.3860027158536776,12189 E Colonial Dr,Ste 110,,Orlando,FL,32826,"12189 E Colonial Dr, Ste 110, Orlando, FL 32826"
yelp,IC5P-H6ik5FyM4oZaJCntg,Haraz Coffee House Orlando,4.6,41,$$,False,+14072035002,(407) 203-5002,https://www.yelp.com/biz/haraz-coffee-house-orlando-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5681491,-81.20717069999999,2.405079929456857,1737 N Alafaya Trl,,,Orlando,FL,32826,"1737 N Alafaya Trl, Orlando, FL 32826"
yelp,m66iFIV1UXCUY82sn_Ubgg,Piesano's Stone Fired Pizza,4.2,124,$$,False,+14073377499,(407) 337-7499,https://www.yelp.com/biz/piesanos-stone-fired-pizza-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.56750167342149,-81.19529955089092,2.4287708637679883,12231 E Colonial Dr,Ste 220,,Orlando,FL,32826,"12231 E Colonial Dr, Ste 220, Orlando, FL 32826"
yelp,hATzdBHZ5z-lobaxlTsbVQ,Saucy! by KFC,5.0,2,,False,+16893372311,(689) 337-2311,https://www.yelp.com/biz/saucy-by-kfc-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.56653,-81.19964,2.4785380757480224,12195 E Colonial Dr,,,Orlando,FL,32826,"12195 E Colonial Dr, Orlando, FL 32826"
yelp,3mVlWmARhgPDoOqKtdBuUA,Siam Garden Thai Restaurant,4.3,277,$$,False,+14076352525,(407) 635-2525,https://www.yelp.com/biz/siam-garden-thai-restaurant-orlando-8?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5668007,-81.2051769,2.478889195813737,11903 E Colonial Dr,Ste 11903,,Orlando,FL,32826,"11903 E Colonial Dr, Ste 11903, Orlando, FL 32826"
yelp,KVReSFb2dwgjnSkl1Kn2vQ,kreyol kafe & Bakery,4.2,77,$,False,+14079306731,(407) 930-6731,https://www.yelp.com/biz/kreyol-kafe-and-bakery-orlando-4?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5658447468051,-81.2039604038,2.5365640749333727,12014 E Colonial Dr,Ste 120,,Orlando,FL,32826,"12014 E Colonial Dr, Ste 120, Orlando, FL 32826"
yelp,12CqiOV1GVOO_OknEgUJ9A,Cedar Halal Food & Grill,4.4,136,$,False,+14073818004,(407) 381-8004,https://www.yelp.com/biz/cedar-halal-food-and-grill-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.56554,-81.20181,2.5488957847020557,12100 E Colonial Dr,,,Orlando,FL,32826,"12100 E Colonial Dr, Orlando, FL 32826"
yelp,Coj5mUSaIzdZylxPQelg9w,Cheba Hut Toasted Subs,4.6,135,$,False,+14072504120,(407) 250-4120,https://www.yelp.com/biz/cheba-hut-toasted-subs-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.565536,-81.2017,2.5489090286191454,12100 E Colonial Dr,Unit A,,Orlando,FL,32826,"12100 E Colonial Dr, Unit A, Orlando, FL 32826"
yelp,DeqeZjU9NgybUuILO94XVQ,Mark's Jamaican Bar and Grill,4.3,309,$$,False,+14076998800,(407) 699-8800,https://www.yelp.com/biz/marks-jamaican-bar-and-grill-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5982108967431,-81.2424430623651,2.5848990224286066,10173 University Blvd,,,Orlando,FL,32817,"10173 University Blvd, Orlando, FL 32817"
yelp,532xMg8lsM36j4JwmAQubA,Johnny's Diner,4.4,84,,False,+14076776776,(407) 677-6776,https://www.yelp.com/biz/johnnys-diner-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.59804,-81.24244273347956,2.586230060622484,10169 University Blvd,,,Orlando,FL,32817,"10169 University Blvd, Orlando, FL 32817"
yelp,wk6GQbFTJ-6r_wqno9uiag,Viet-Nomz Waterford,4.4,528,$$,False,+14076014113,(407) 601-4113,https://www.yelp.com/biz/viet-nomz-waterford-orlando?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.5654772571469,-81.208350174129,2.5997618389361032,11798 E Colonial Dr,,,Orlando,FL,32817,"11798 E Colonial Dr, Orlando, FL 32817"
yelp,Q2_nlXuhXfBhvkOo1Qiaow,King Bao - Alafaya,4.4,187,$,False,+14079142544,(407) 914-2544,https://www.yelp.com/biz/king-bao-alafaya-orlando-4?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.565479598657785,-81.209253,2.6107037061247564,11768 E Colonial Dr,,,Orlando,FL,32817,"11768 E Colonial Dr, Orlando, FL 32817"
yelp,P2rmZJuOsYEDLxyF0tdHUA,Dang Boba & Musubi House,4.3,183,$,False,+14079302233,(407) 930-2233,https://www.yelp.com/biz/dang-boba-and-musubi-house-orlando-2?adjust_creative=XnY__OJbDP9eLQ62PmQlPw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XnY__OJbDP9eLQ62PmQlPw,28.565391756400377,-81.20915109386563,2.6153292783760183,11772 E Colonial Dr,,,Orlando,FL,32817,"11772 E Colonial Dr, Orlando, FL 32817"
